,word,target
4324,liable,Negative
4325,liar,Negative
4326,liars,Negative
4327,licentious,Negative
4328,licentiously,Negative
4329,licentiousness,Negative
4330,lie,Negative
4331,lied,Negative
4332,lier,Negative
4333,lies,Negative
4334,life-threatening,Negative
4335,lifeless,Negative
4336,limit,Negative
4337,limitation,Negative
4338,limitations,Negative
4339,limited,Negative
4340,limits,Negative
4341,limp,Negative
4342,listless,Negative
4343,litigious,Negative
4344,little-known,Negative
4345,livid,Negative
4346,lividly,Negative
4347,loath,Negative
4348,loathe,Negative
4349,loathing,Negative
4350,loathly,Negative
4351,loathsome,Negative
4352,loathsomely,Negative
4353,lone,Negative
4354,loneliness,Negative
4355,lonely,Negative
4356,loner,Negative
4357,lonesome,Negative
4358,long-time,Negative
4359,long-winded,Negative
4360,longing,Negative
4361,longingly,Negative
4362,loophole,Negative
4363,loopholes,Negative
4364,loose,Negative
4365,loot,Negative
4366,lorn,Negative
4367,lose,Negative
4368,loser,Negative
4369,losers,Negative
4370,loses,Negative
4371,losing,Negative
4372,loss,Negative
4373,losses,Negative
4374,lost,Negative
4375,loud,Negative
4376,louder,Negative
4377,lousy,Negative
4378,loveless,Negative
4379,lovelorn,Negative
4380,low-rated,Negative
4381,lowly,Negative
4382,ludicrous,Negative
4383,ludicrously,Negative
4384,lugubrious,Negative
4385,lukewarm,Negative
4386,lull,Negative
4387,lumpy,Negative
4388,lunatic,Negative
4389,lunaticism,Negative
4390,lurch,Negative
4391,lure,Negative
4392,lurid,Negative
4393,lurk,Negative
4394,lurking,Negative
4395,lying,Negative
4396,macabre,Negative
4397,mad,Negative
4398,madden,Negative
4399,maddening,Negative
4400,maddeningly,Negative
4401,madder,Negative
4402,madly,Negative
4403,madman,Negative
4404,madness,Negative
4405,maladjusted,Negative
4406,maladjustment,Negative
4407,malady,Negative
4408,malaise,Negative
4409,malcontent,Negative
4410,malcontented,Negative
4411,maledict,Negative
4412,malevolence,Negative
4413,malevolent,Negative
4414,malevolently,Negative
4415,malice,Negative
4416,malicious,Negative
4417,maliciously,Negative
4418,maliciousness,Negative
4419,malign,Negative
4420,malignant,Negative
4421,malodorous,Negative
4422,maltreatment,Negative
4423,mangle,Negative
4424,mangled,Negative
4425,mangles,Negative
4426,mangling,Negative
4427,mania,Negative
4428,maniac,Negative
4429,maniacal,Negative
4430,manic,Negative
4431,manipulate,Negative
4432,manipulation,Negative
4433,manipulative,Negative
4434,manipulators,Negative
4435,mar,Negative
4436,marginal,Negative
4437,marginally,Negative
4438,martyrdom,Negative
4439,martyrdom-seeking,Negative
4440,mashed,Negative
4441,massacre,Negative
4442,massacres,Negative
4443,matte,Negative
4444,mawkish,Negative
4445,mawkishly,Negative
4446,mawkishness,Negative
4447,meager,Negative
4448,meaningless,Negative
4449,meanness,Negative
4450,measly,Negative
4451,meddle,Negative
4452,meddlesome,Negative
4453,mediocre,Negative
4454,mediocrity,Negative
4455,melancholy,Negative
4456,melodramatic,Negative
4457,melodramatically,Negative
4458,meltdown,Negative
4459,menace,Negative
4460,menacing,Negative
4461,menacingly,Negative
4462,mendacious,Negative
4463,mendacity,Negative
4464,menial,Negative
4465,merciless,Negative
4466,mercilessly,Negative
4467,mess,Negative
4468,messed,Negative
4469,messes,Negative
4470,messing,Negative
4471,messy,Negative
4472,midget,Negative
4473,miff,Negative
4474,militancy,Negative
4475,mindless,Negative
4476,mindlessly,Negative
4477,mirage,Negative
4478,mire,Negative
4479,misalign,Negative
4480,misaligned,Negative
4481,misaligns,Negative
4482,misapprehend,Negative
4483,misbecome,Negative
4484,misbecoming,Negative
4485,misbegotten,Negative
4486,misbehave,Negative
4487,misbehavior,Negative
4488,miscalculate,Negative
4489,miscalculation,Negative
4490,miscellaneous,Negative
4491,mischief,Negative
4492,mischievous,Negative
4493,mischievously,Negative
4494,misconception,Negative
4495,misconceptions,Negative
4496,miscreant,Negative
4497,miscreants,Negative
4498,misdirection,Negative
4499,miser,Negative
4500,miserable,Negative
4501,miserableness,Negative
4502,miserably,Negative
4503,miseries,Negative
4504,miserly,Negative
4505,misery,Negative
4506,misfit,Negative
4507,misfortune,Negative
4508,misgiving,Negative
4509,misgivings,Negative
4510,misguidance,Negative
4511,misguide,Negative
4512,misguided,Negative
4513,mishandle,Negative
4514,mishap,Negative
4515,misinform,Negative
4516,misinformed,Negative
4517,misinterpret,Negative
4518,misjudge,Negative
4519,misjudgment,Negative
4520,mislead,Negative
4521,misleading,Negative
4522,misleadingly,Negative
4523,mislike,Negative
4524,mismanage,Negative
4525,mispronounce,Negative
4526,mispronounced,Negative
4527,mispronounces,Negative
4528,misread,Negative
4529,misreading,Negative
4530,misrepresent,Negative
4531,misrepresentation,Negative
4532,miss,Negative
4533,missed,Negative
4534,misses,Negative
4535,misstatement,Negative
4536,mist,Negative
4537,mistake,Negative
4538,mistaken,Negative
4539,mistakenly,Negative
4540,mistakes,Negative
4541,mistified,Negative
4542,mistress,Negative
4543,mistrust,Negative
4544,mistrustful,Negative
4545,mistrustfully,Negative
4546,mists,Negative
4547,misunderstand,Negative
4548,misunderstanding,Negative
4549,misunderstandings,Negative
4550,misunderstood,Negative
4551,misuse,Negative
4552,moan,Negative
4553,mobster,Negative
4554,mock,Negative
4555,mocked,Negative
4556,mockeries,Negative
4557,mockery,Negative
4558,mocking,Negative
4559,mockingly,Negative
4560,mocks,Negative
4561,molest,Negative
4562,molestation,Negative
4563,monotonous,Negative
4564,monotony,Negative
4565,monster,Negative
4566,monstrosities,Negative
4567,monstrosity,Negative
4568,monstrous,Negative
4569,monstrously,Negative
4570,moody,Negative
4571,moot,Negative
4572,mope,Negative
4573,morbid,Negative
4574,morbidly,Negative
4575,mordant,Negative
4576,mordantly,Negative
4577,moribund,Negative
4578,moron,Negative
4579,moronic,Negative
4580,morons,Negative
4581,mortification,Negative
4582,mortified,Negative
4583,mortify,Negative
4584,mortifying,Negative
4585,motionless,Negative
4586,motley,Negative
4587,mourn,Negative
4588,mourner,Negative
4589,mournful,Negative
4590,mournfully,Negative
4591,muddle,Negative
4592,muddy,Negative
4593,mudslinger,Negative
4594,mudslinging,Negative
4595,mulish,Negative
4596,multi-polarization,Negative
4597,mundane,Negative
4598,murder,Negative
4599,murderer,Negative
4600,murderous,Negative
4601,murderously,Negative
4602,murky,Negative
4603,muscle-flexing,Negative
4604,mushy,Negative
4605,musty,Negative
4606,mysterious,Negative
4607,mysteriously,Negative
4608,mystery,Negative
4609,mystify,Negative
4610,myth,Negative
4611,nag,Negative
4612,nagging,Negative
4613,naive,Negative
4614,naively,Negative
4615,narrower,Negative
4616,nastily,Negative
4617,nastiness,Negative
4618,nasty,Negative
4619,naughty,Negative
4620,nauseate,Negative
4621,nauseates,Negative
4622,nauseating,Negative
4623,nauseatingly,Negative
4624,na�ve,Negative
4625,nebulous,Negative
4626,nebulously,Negative
4627,needless,Negative
4628,needlessly,Negative
4629,needy,Negative
4630,nefarious,Negative
4631,nefariously,Negative
4632,negate,Negative
4633,negation,Negative
4634,negative,Negative
4635,negatives,Negative
4636,negativity,Negative
4637,neglect,Negative
4638,neglected,Negative
4639,negligence,Negative
4640,negligent,Negative
4641,nemesis,Negative
4642,nepotism,Negative
4643,nervous,Negative
4644,nervously,Negative
4645,nervousness,Negative
4646,nettle,Negative
4647,nettlesome,Negative
4648,neurotic,Negative
4649,neurotically,Negative
4650,niggle,Negative
4651,niggles,Negative
4652,nightmare,Negative
4653,nightmarish,Negative
4654,nightmarishly,Negative
4655,nitpick,Negative
4656,nitpicking,Negative
4657,noise,Negative
4658,noises,Negative
4659,noisier,Negative
4660,noisy,Negative
4661,non-confidence,Negative
4662,nonexistent,Negative
4663,nonresponsive,Negative
4664,nonsense,Negative
4665,nosey,Negative
4666,notoriety,Negative
4667,notorious,Negative
4668,notoriously,Negative
4669,noxious,Negative
4670,nuisance,Negative
4671,numb,Negative
4672,obese,Negative
4673,object,Negative
4674,objection,Negative
4675,objectionable,Negative
4676,objections,Negative
4677,oblique,Negative
4678,obliterate,Negative
4679,obliterated,Negative
4680,oblivious,Negative
4681,obnoxious,Negative
4682,obnoxiously,Negative
4683,obscene,Negative
4684,obscenely,Negative
4685,obscenity,Negative
4686,obscure,Negative
4687,obscured,Negative
4688,obscures,Negative
4689,obscurity,Negative
4690,obsess,Negative
4691,obsessive,Negative
4692,obsessively,Negative
4693,obsessiveness,Negative
4694,obsolete,Negative
4695,obstacle,Negative
4696,obstinate,Negative
4697,obstinately,Negative
4698,obstruct,Negative
4699,obstructed,Negative
4700,obstructing,Negative
4701,obstruction,Negative
4702,obstructs,Negative
4703,obtrusive,Negative
4704,obtuse,Negative
4705,occlude,Negative
4706,occluded,Negative
4707,occludes,Negative
4708,occluding,Negative
4709,odd,Negative
4710,odder,Negative
4711,oddest,Negative
4712,oddities,Negative
4713,oddity,Negative
4714,oddly,Negative
4715,odor,Negative
4716,offence,Negative
4717,offend,Negative
4718,offender,Negative
4719,offending,Negative
4720,offenses,Negative
4721,offensive,Negative
4722,offensively,Negative
4723,offensiveness,Negative
4724,officious,Negative
4725,ominous,Negative
4726,ominously,Negative
4727,omission,Negative
4728,omit,Negative
4729,one-sided,Negative
4730,onerous,Negative
4731,onerously,Negative
4732,onslaught,Negative
4733,opinionated,Negative
4734,opponent,Negative
4735,opportunistic,Negative
4736,oppose,Negative
4737,opposition,Negative
4738,oppositions,Negative
4739,oppress,Negative
4740,oppression,Negative
4741,oppressive,Negative
4742,oppressively,Negative
4743,oppressiveness,Negative
4744,oppressors,Negative
4745,ordeal,Negative
4746,orphan,Negative
4747,ostracize,Negative
4748,outbreak,Negative
4749,outburst,Negative
4750,outbursts,Negative
4751,outcast,Negative
4752,outcry,Negative
4753,outlaw,Negative
4754,outmoded,Negative
4755,outrage,Negative
4756,outraged,Negative
4757,outrageous,Negative
4758,outrageously,Negative
4759,outrageousness,Negative
4760,outrages,Negative
4761,outsider,Negative
4762,over-acted,Negative
4763,over-awe,Negative
4764,over-balanced,Negative
4765,over-hyped,Negative
4766,over-priced,Negative
4767,over-valuation,Negative
4768,overact,Negative
4769,overacted,Negative
4770,overawe,Negative
4771,overbalance,Negative
4772,overbalanced,Negative
4773,overbearing,Negative
4774,overbearingly,Negative
4775,overblown,Negative
4776,overdo,Negative
4777,overdone,Negative
4778,overdue,Negative
4779,overemphasize,Negative
4780,overheat,Negative
4781,overkill,Negative
4782,overloaded,Negative
4783,overlook,Negative
4784,overpaid,Negative
4785,overpayed,Negative
4786,overplay,Negative
4787,overpower,Negative
4788,overpriced,Negative
4789,overrated,Negative
4790,overreach,Negative
4791,overrun,Negative
4792,overshadow,Negative
4793,oversight,Negative
4794,oversights,Negative
4795,oversimplification,Negative
4796,oversimplified,Negative
4797,oversimplify,Negative
4798,oversize,Negative
4799,overstate,Negative
4800,overstated,Negative
4801,overstatement,Negative
4802,overstatements,Negative
4803,overstates,Negative
4804,overtaxed,Negative
4805,overthrow,Negative
4806,overthrows,Negative
4807,overturn,Negative
4808,overweight,Negative
4809,overwhelm,Negative
4810,overwhelmed,Negative
4811,overwhelming,Negative
4812,overwhelmingly,Negative
4813,overwhelms,Negative
4814,overzealous,Negative
4815,overzealously,Negative
4816,overzelous,Negative
4817,pain,Negative
4818,painful,Negative
4819,painfull,Negative
4820,painfully,Negative
4821,pains,Negative
4822,pale,Negative
4823,pales,Negative
4824,paltry,Negative
4825,pan,Negative
4826,pandemonium,Negative
4827,pander,Negative
4828,pandering,Negative
4829,panders,Negative
4830,panic,Negative
4831,panick,Negative
4832,panicked,Negative
4833,panicking,Negative
4834,panicky,Negative
4835,paradoxical,Negative
4836,paradoxically,Negative
4837,paralize,Negative
4838,paralyzed,Negative
4839,paranoia,Negative
4840,paranoid,Negative
4841,parasite,Negative
4842,pariah,Negative
4843,parody,Negative
4844,partiality,Negative
4845,partisan,Negative
4846,partisans,Negative
4847,passe,Negative
4848,passive,Negative
4849,passiveness,Negative
4850,pathetic,Negative
4851,pathetically,Negative
4852,patronize,Negative
4853,paucity,Negative
4854,pauper,Negative
4855,paupers,Negative
4856,payback,Negative
4857,peculiar,Negative
4858,peculiarly,Negative
4859,pedantic,Negative
4860,peeled,Negative
4861,peeve,Negative
4862,peeved,Negative
4863,peevish,Negative
4864,peevishly,Negative
4865,penalize,Negative
4866,penalty,Negative
4867,perfidious,Negative
4868,perfidity,Negative
4869,perfunctory,Negative
4870,peril,Negative
4871,perilous,Negative
4872,perilously,Negative
4873,perish,Negative
4874,pernicious,Negative
4875,perplex,Negative
4876,perplexed,Negative
4877,perplexing,Negative
4878,perplexity,Negative
4879,persecute,Negative
4880,persecution,Negative
4881,pertinacious,Negative
4882,pertinaciously,Negative
4883,pertinacity,Negative
4884,perturb,Negative
4885,perturbed,Negative
4886,pervasive,Negative
4887,perverse,Negative
4888,perversely,Negative
4889,perversion,Negative
4890,perversity,Negative
4891,pervert,Negative
4892,perverted,Negative
4893,perverts,Negative
4894,pessimism,Negative
4895,pessimistic,Negative
4896,pessimistically,Negative
4897,pest,Negative
4898,pestilent,Negative
4899,petrified,Negative
4900,petrify,Negative
4901,pettifog,Negative
4902,petty,Negative
4903,phobia,Negative
4904,phobic,Negative
4905,phony,Negative
4906,picket,Negative
4907,picketed,Negative
4908,picketing,Negative
4909,pickets,Negative
4910,picky,Negative
4911,pig,Negative
4912,pigs,Negative
4913,pillage,Negative
4914,pillory,Negative
4915,pimple,Negative
4916,pinch,Negative
4917,pique,Negative
4918,pitiable,Negative
4919,pitiful,Negative
4920,pitifully,Negative
4921,pitiless,Negative
4922,pitilessly,Negative
4923,pittance,Negative
4924,pity,Negative
4925,plagiarize,Negative
4926,plague,Negative
4927,plasticky,Negative
4928,plaything,Negative
4929,plea,Negative
4930,pleas,Negative
4931,plebeian,Negative
4932,plight,Negative
4933,plot,Negative
4934,plotters,Negative
4935,ploy,Negative
4936,plunder,Negative
4937,plunderer,Negative
4938,pointless,Negative
4939,pointlessly,Negative
4940,poison,Negative
4941,poisonous,Negative
4942,poisonously,Negative
4943,pokey,Negative
4944,poky,Negative
4945,polarisation,Negative
4946,polemize,Negative
4947,pollute,Negative
4948,polluter,Negative
4949,polluters,Negative
4950,polution,Negative
4951,pompous,Negative
4952,poor,Negative
4953,poorer,Negative
4954,poorest,Negative
4955,poorly,Negative
4956,posturing,Negative
4957,pout,Negative
4958,poverty,Negative
4959,powerless,Negative
4960,prate,Negative
4961,pratfall,Negative
4962,prattle,Negative
4963,precarious,Negative
4964,precariously,Negative
4965,precipitate,Negative
4966,precipitous,Negative
4967,predatory,Negative
4968,predicament,Negative
4969,prejudge,Negative
4970,prejudice,Negative
4971,prejudices,Negative
4972,prejudicial,Negative
4973,premeditated,Negative
4974,preoccupy,Negative
4975,preposterous,Negative
4976,preposterously,Negative
4977,presumptuous,Negative
4978,presumptuously,Negative
4979,pretence,Negative
4980,pretend,Negative
4981,pretense,Negative
4982,pretentious,Negative
4983,pretentiously,Negative
4984,prevaricate,Negative
4985,pricey,Negative
4986,pricier,Negative
4987,prick,Negative
4988,prickle,Negative
4989,prickles,Negative
4990,prideful,Negative
4991,prik,Negative
4992,primitive,Negative
4993,prison,Negative
4994,prisoner,Negative
4995,problem,Negative
4996,problematic,Negative
4997,problems,Negative
4998,procrastinate,Negative
4999,procrastinates,Negative
5000,procrastination,Negative
5001,profane,Negative
5002,profanity,Negative
5003,prohibit,Negative
5004,prohibitive,Negative
5005,prohibitively,Negative
5006,propaganda,Negative
5007,propagandize,Negative
5008,proprietary,Negative
5009,prosecute,Negative
5010,protest,Negative
5011,protested,Negative
5012,protesting,Negative
5013,protests,Negative
5014,protracted,Negative
5015,provocation,Negative
5016,provocative,Negative
5017,provoke,Negative
5018,pry,Negative
5019,pugnacious,Negative
5020,pugnaciously,Negative
5021,pugnacity,Negative
5022,punch,Negative
5023,punish,Negative
5024,punishable,Negative
5025,punitive,Negative
